product_id,category,sub_category,price,stock_quantity
0_127,Vêtements,T-shirts,7.99,18
1_454,Accessoires,Sacs à main,32.12,15
0_1978,Vêtements,T-shirts,23.81,51
1_681,Accessoires,Sacs à main,6.99,24
0_936,Vêtements,T-shirts,1.69,73
2_133,Montres,Montres connectées,109.99,52
0_289,Vêtements,T-shirts,36.99,90
1_635,Accessoires,Sacs à main,26.99,78
1_671,Accessoires,Sacs à main,31.99,13
0_1508,Vêtements,T-shirts,8.03,72
0_1412,Vêtements,T-shirts,11.73,40
0_2059,Vêtements,T-shirts,12.99,46
0_979,Vêtements,T-shirts,14.99,49
0_775,Vêtements,T-shirts,18.99,35
0_1687,Vêtements,T-shirts,18.99,3
0_1310,Vêtements,T-shirts,2.21,98
1_711,Accessoires,Sacs à main,39.99,43
1_654,Accessoires,Sacs à main,38.91,76
0_1293,Vêtements,T-shirts,11.99,28
0_1182,Vêtements,T-shirts,19.88,5
0_511,Vêtements,T-shirts,20.99,16
1_380,Accessoires,Sacs à main,8.93,8
1_487,Accessoires,Sacs à main,40.99,59
0_1672,Vêtements,T-shirts,18.25,98
1_396,Accessoires,Sacs à main,18.6,28
0_1623,Vêtements,T-shirts,7.99,8
0_2263,Vêtements,T-shirts,32.99,54
2_183,Montres,Montres connectées,77.99,56
0_1871,Vêtements,T-shirts,1.99,39
1_283,Accessoires,Sacs à main,14.99,30
1_537,Accessoires,Sacs à main,14.99,31
0_11,Vêtements,T-shirts,13.99,28
1_719,Accessoires,Sacs à main,41.99,52
1_34,Accessoires,Sacs à main,27.77,12
0_1194,Vêtements,T-shirts,20.92,42
1_343,Accessoires,Sacs à main,27.99,12
0_1611,Vêtements,T-shirts,11.99,79
0_1123,Vêtements,T-shirts,12.99,7
0_1684,Vêtements,T-shirts,17.81,76
1_179,Accessoires,Sacs à main,15.99,62
1_115,Accessoires,Sacs à main,32.99,22
0_18,Vêtements,T-shirts,25.49,51
0_2124,Vêtements,T-shirts,10.29,33
0_2077,Vêtements,T-shirts,3.99,54
0_136,Vêtements,T-shirts,13.49,53
0_991,Vêtements,T-shirts,19.99,92
0_100,Vêtements,T-shirts,20.6,55
0_760,Vêtements,T-shirts,15.63,64
0_1178,Vêtements,T-shirts,10.13,20
0_629,Vêtements,T-shirts,11.99,71
0_1010,Vêtements,T-shirts,1.96,29
0_849,Vêtements,T-shirts,15.99,60
1_303,Accessoires,Sacs à main,13.99,89
0_2026,Vêtements,T-shirts,5.56,99
0_2224,Vêtements,T-shirts,17.19,41
0_850,Vêtements,T-shirts,14.77,20
0_1004,Vêtements,T-shirts,8.07,16
0_1902,Vêtements,T-shirts,2.28,85
1_594,Accessoires,Sacs à main,4.58,6
0_1461,Vêtements,T-shirts,11.99,31
0_1943,Vêtements,T-shirts,13.99,93
0_1739,Vêtements,T-shirts,22.99,72
1_190,Accessoires,Sacs à main,14.53,49
0_1307,Vêtements,T-shirts,18.99,47
1_690,Accessoires,Sacs à main,9.98,43
0_544,Vêtements,T-shirts,17.84,7
0_1636,Vêtements,T-shirts,9.45,6
0_1149,Vêtements,T-shirts,5.99,14
0_271,Vêtements,T-shirts,10.99,86
0_2138,Vêtements,T-shirts,0.93,60
0_90,Vêtements,T-shirts,12.04,38
0_2074,Vêtements,T-shirts,8.88,40
0_816,Vêtements,T-shirts,6.91,38
0_1068,Vêtements,T-shirts,22.13,91
0_2128,Vêtements,T-shirts,3.64,68
0_916,Vêtements,T-shirts,12.65,43
0_639,Vêtements,T-shirts,4.99,96
1_324,Accessoires,Sacs à main,31.97,90
1_61,Accessoires,Sacs à main,18.99,47
0_145,Vêtements,T-shirts,28.99,86
1_152,Accessoires,Sacs à main,11.06,73
0_1338,Vêtements,T-shirts,9.28,94
0_1400,Vêtements,T-shirts,5.15,54
0_486,Vêtements,T-shirts,6.38,65
0_1251,Vêtements,T-shirts,21.99,23
0_1659,Vêtements,T-shirts,9.99,86
2_31,Montres,Montres connectées,131.99,51
0_2277,Vêtements,T-shirts,10.99,67
0_98,Vêtements,T-shirts,13.17,48
2_94,Montres,Montres connectées,145.45,10
0_803,Vêtements,T-shirts,16.99,98
0_844,Vêtements,T-shirts,12.59,35
2_69,Montres,Montres connectées,130.99,39
0_44,Vêtements,T-shirts,3.96,80
0_1916,Vêtements,T-shirts,4.05,50
0_2030,Vêtements,T-shirts,13.4,23
0_2019,Vêtements,T-shirts,7.99,56
0_1360,Vêtements,T-shirts,4.33,72
0_1836,Vêtements,T-shirts,6.56,28
1_593,Accessoires,Sacs à main,20.99,82
1_360,Accessoires,Sacs à main,34.35,78
1_660,Accessoires,Sacs à main,22.23,33
2_223,Montres,Montres connectées,175.99,39
0_569,Vêtements,T-shirts,11.99,25
0_2098,Vêtements,T-shirts,14.37,89
0_28,Vêtements,T-shirts,27.76,10
0_148,Vêtements,T-shirts,3.17,64
2_76,Montres,Montres connectées,254.44,25
0_1933,Vêtements,T-shirts,15.99,82
0_1320,Vêtements,T-shirts,12.08,64
0_1145,Vêtements,T-shirts,6.99,77
0_1689,Vêtements,T-shirts,2.99,51
0_826,Vêtements,T-shirts,6.89,52
0_219,Vêtements,T-shirts,13.99,30
T_0,Vêtements,T-shirts,-1.0,89
0_407,Vêtements,T-shirts,15.99,71
0_727,Vêtements,T-shirts,12.99,53
0_1365,Vêtements,T-shirts,2.99,14
0_875,Vêtements,T-shirts,21.99,3
0_396,Vêtements,T-shirts,7.67,69
0_1062,Vêtements,T-shirts,20.08,2
0_451,Vêtements,T-shirts,7.99,84
0_1140,Vêtements,T-shirts,3.73,20
0_1462,Vêtements,T-shirts,31.67,89
1_403,Accessoires,Sacs à main,17.99,11
0_899,Vêtements,T-shirts,19.99,54
1_315,Accessoires,Sacs à main,66.99,97
1_99,Accessoires,Sacs à main,21.99,51
1_122,Accessoires,Sacs à main,35.93,92
1_321,Accessoires,Sacs à main,9.99,29
0_1594,Vêtements,T-shirts,3.33,90
0_110,Vêtements,T-shirts,29.04,99
2_188,Montres,Montres connectées,73.72,38
0_1334,Vêtements,T-shirts,17.74,35
0_1641,Vêtements,T-shirts,14.99,42
0_955,Vêtements,T-shirts,7.99,54
0_1548,Vêtements,T-shirts,9.66,95
2_118,Montres,Montres connectées,96.56,9
0_2143,Vêtements,T-shirts,24.99,79
0_126,Vêtements,T-shirts,9.19,59
0_953,Vêtements,T-shirts,26.99,81
0_1516,Vêtements,T-shirts,11.43,98
1_619,Accessoires,Sacs à main,12.99,13
0_675,Vêtements,T-shirts,19.99,19
1_450,Accessoires,Sacs à main,31.64,98
1_213,Accessoires,Sacs à main,19.99,9
1_128,Accessoires,Sacs à main,48.63,87
1_480,Accessoires,Sacs à main,19.08,20
0_1626,Vêtements,T-shirts,14.02,78
1_309,Accessoires,Sacs à main,7.99,56
2_81,Montres,Montres connectées,86.99,6
0_691,Vêtements,T-shirts,5.99,25
0_1603,Vêtements,T-shirts,8.99,93
2_107,Montres,Montres connectées,33.99,3
0_308,Vêtements,T-shirts,18.25,96
0_196,Vêtements,T-shirts,11.52,10
0_713,Vêtements,T-shirts,1.99,28
0_1834,Vêtements,T-shirts,15.14,98
0_1252,Vêtements,T-shirts,4.31,16
0_260,Vêtements,T-shirts,1.73,18
0_2043,Vêtements,T-shirts,13.99,22
0_2247,Vêtements,T-shirts,2.99,45
0_1269,Vêtements,T-shirts,2.99,35
1_82,Accessoires,Sacs à main,31.81,33
0_1083,Vêtements,T-shirts,16.99,15
0_2014,Vêtements,T-shirts,21.23,35
1_281,Accessoires,Sacs à main,23.99,61
1_97,Accessoires,Sacs à main,23.99,55
0_1652,Vêtements,T-shirts,10.7,48
2_40,Montres,Montres connectées,228.11,53
0_9,Vêtements,T-shirts,31.99,43
0_1526,Vêtements,T-shirts,6.62,90
0_2066,Vêtements,T-shirts,14.7,7
0_1768,Vêtements,T-shirts,8.92,53
0_680,Vêtements,T-shirts,7.43,29
2_147,Montres,Montres connectées,181.99,18
0_1987,Vêtements,T-shirts,6.99,91
0_1119,Vêtements,T-shirts,2.99,45
0_1155,Vêtements,T-shirts,2.99,38
0_1230,Vêtements,T-shirts,12.83,6
1_468,Accessoires,Sacs à main,17.75,61
0_873,Vêtements,T-shirts,2.99,58
0_587,Vêtements,T-shirts,1.99,38
0_463,Vêtements,T-shirts,21.99,67
0_2166,Vêtements,T-shirts,0.97,29
0_333,Vêtements,T-shirts,3.99,8
0_1,Vêtements,T-shirts,10.99,77
0_2226,Vêtements,T-shirts,21.89,77
0_65,Vêtements,T-shirts,8.99,61
0_1615,Vêtements,T-shirts,1.99,97
0_529,Vêtements,T-shirts,5.99,32
1_10,Accessoires,Sacs à main,78.83,36
0_1578,Vêtements,T-shirts,17.79,69
0_2304,Vêtements,T-shirts,15.86,87
0_1014,Vêtements,T-shirts,1.15,91
0_1274,Vêtements,T-shirts,7.86,29
0_236,Vêtements,T-shirts,4.65,81
0_779,Vêtements,T-shirts,12.99,18
0_263,Vêtements,T-shirts,4.99,40
0_220,Vêtements,T-shirts,3.72,13
1_553,Accessoires,Sacs à main,52.99,5
0_2103,Vêtements,T-shirts,8.99,1
1_644,Accessoires,Sacs à main,25.79,87
0_155,Vêtements,T-shirts,5.99,73
0_783,Vêtements,T-shirts,3.99,36
0_766,Vêtements,T-shirts,2.16,72
0_1344,Vêtements,T-shirts,19.04,8
1_13,Accessoires,Sacs à main,80.99,85
0_630,Vêtements,T-shirts,11.32,56
0_1646,Vêtements,T-shirts,14.85,59
0_754,Vêtements,T-shirts,5.1,41
2_8,Montres,Montres connectées,73.18,42
0_324,Vêtements,T-shirts,1.18,57
1_604,Accessoires,Sacs à main,36.42,90
0_1528,Vêtements,T-shirts,11.38,5
0_1005,Vêtements,T-shirts,20.99,26
1_616,Accessoires,Sacs à main,29.02,81
0_135,Vêtements,T-shirts,12.99,47
1_35,Accessoires,Sacs à main,45.99,7
0_2235,Vêtements,T-shirts,13.99,20
1_201,Accessoires,Sacs à main,23.99,78
0_1342,Vêtements,T-shirts,19.49,90
0_1126,Vêtements,T-shirts,11.78,60
0_38,Vêtements,T-shirts,3.68,59
0_46,Vêtements,T-shirts,5.58,4
0_1050,Vêtements,T-shirts,12.51,43
0_859,Vêtements,T-shirts,16.99,98
0_1436,Vêtements,T-shirts,1.32,31
1_706,Accessoires,Sacs à main,24.66,77
1_0,Accessoires,Sacs à main,31.82,38
0_17,Vêtements,T-shirts,6.99,57
0_180,Vêtements,T-shirts,0.97,96
1_379,Accessoires,Sacs à main,26.99,43
0_2184,Vêtements,T-shirts,10.36,87
0_1712,Vêtements,T-shirts,7.24,81
1_168,Accessoires,Sacs à main,57.45,61
2_136,Montres,Montres connectées,103.92,30
0_2141,Vêtements,T-shirts,11.99,86
0_900,Vêtements,T-shirts,11.89,58
0_836,Vêtements,T-shirts,3.76,58
0_1522,Vêtements,T-shirts,5.16,43
0_264,Vêtements,T-shirts,6.44,49
0_1583,Vêtements,T-shirts,15.99,84
0_181,Vêtements,T-shirts,5.99,88
1_577,Accessoires,Sacs à main,32.99,60
1_280,Accessoires,Sacs à main,15.59,34
0_1394,Vêtements,T-shirts,15.63,30
0_1489,Vêtements,T-shirts,10.99,93
0_1837,Vêtements,T-shirts,10.99,76
0_2234,Vêtements,T-shirts,10.67,61
0_1959,Vêtements,T-shirts,3.99,76
0_721,Vêtements,T-shirts,5.99,46
0_19,Vêtements,T-shirts,4.99,87
0_2080,Vêtements,T-shirts,12.76,34
0_446,Vêtements,T-shirts,13.49,45
0_968,Vêtements,T-shirts,3.06,60
1_591,Accessoires,Sacs à main,39.99,10
1_282,Accessoires,Sacs à main,23.2,49
0_95,Vêtements,T-shirts,9.99,7
2_182,Montres,Montres connectées,106.52,94
1_302,Accessoires,Sacs à main,34.97,92
0_1975,Vêtements,T-shirts,7.99,44
1_679,Accessoires,Sacs à main,79.99,6
0_82,Vêtements,T-shirts,9.98,86
0_710,Vêtements,T-shirts,3.72,77
1_670,Accessoires,Sacs à main,29.55,10
0_1430,Vêtements,T-shirts,16.47,92
0_92,Vêtements,T-shirts,9.63,74
1_400,Accessoires,Sacs à main,16.6,40
0_926,Vêtements,T-shirts,8.1,35
0_585,Vêtements,T-shirts,9.99,56
0_1205,Vêtements,T-shirts,10.99,81
0_1685,Vêtements,T-shirts,9.99,44
0_496,Vêtements,T-shirts,11.02,78
0_1106,Vêtements,T-shirts,14.27,58
0_2092,Vêtements,T-shirts,14.17,89
2_47,Montres,Montres connectées,36.99,89
0_589,Vêtements,T-shirts,13.99,76
0_1094,Vêtements,T-shirts,16.98,19
0_2047,Vêtements,T-shirts,5.99,80
0_820,Vêtements,T-shirts,1.32,56
0_2050,Vêtements,T-shirts,3.4,25
0_1367,Vêtements,T-shirts,11.99,76
0_256,Vêtements,T-shirts,27.81,61
2_9,Montres,Montres connectées,54.99,35
0_1190,Vêtements,T-shirts,6.63,81
0_204,Vêtements,T-shirts,2.36,24
0_2297,Vêtements,T-shirts,28.99,69
2_16,Montres,Montres connectées,84.29,55
0_1897,Vêtements,T-shirts,20.99,2
0_1168,Vêtements,T-shirts,11.91,13
0_684,Vêtements,T-shirts,8.17,77
0_1204,Vêtements,T-shirts,3.44,74
0_1193,Vêtements,T-shirts,9.99,82
0_1112,Vêtements,T-shirts,7.27,45
0_1059,Vêtements,T-shirts,18.99,91
1_674,Accessoires,Sacs à main,40.06,67
0_1458,Vêtements,T-shirts,6.55,4
0_695,Vêtements,T-shirts,25.99,86
1_585,Accessoires,Sacs à main,19.99,43
0_1947,Vêtements,T-shirts,12.99,86
2_53,Montres,Montres connectées,93.99,7
0_1474,Vêtements,T-shirts,9.88,96
0_924,Vêtements,T-shirts,4.01,58
2_82,Montres,Montres connectées,75.81,21
0_1000,Vêtements,T-shirts,6.84,61
0_2152,Vêtements,T-shirts,16.69,15
0_466,Vêtements,T-shirts,3.61,6
2_233,Montres,Montres connectées,172.99,12
1_556,Accessoires,Sacs à main,24.47,17
1_19,Accessoires,Sacs à main,18.99,75
0_551,Vêtements,T-shirts,12.99,10
0_1114,Vêtements,T-shirts,2.08,23
0_1538,Vêtements,T-shirts,8.61,47
0_205,Vêtements,T-shirts,4.99,40
1_366,Accessoires,Sacs à main,28.54,32
2_106,Montres,Montres connectées,110.08,44
2_92,Montres,Montres connectées,78.05,89
0_1730,Vêtements,T-shirts,5.03,4
0_1880,Vêtements,T-shirts,14.91,69
0_2079,Vêtements,T-shirts,9.99,3
1_7,Accessoires,Sacs à main,48.99,76
0_2096,Vêtements,T-shirts,14.84,4
0_1057,Vêtements,T-shirts,19.99,77
0_1840,Vêtements,T-shirts,1.28,30
0_815,Vêtements,T-shirts,10.99,35
0_1187,Vêtements,T-shirts,6.99,49
0_1567,Vêtements,T-shirts,16.99,53
1_731,Accessoires,Sacs à main,11.99,28
0_2169,Vêtements,T-shirts,0.99,64
2_2,Montres,Montres connectées,300.0,79
1_6,Accessoires,Sacs à main,26.68,82
0_550,Vêtements,T-shirts,13.9,18
0_218,Vêtements,T-shirts,15.27,80
0_881,Vêtements,T-shirts,18.99,29
1_71,Accessoires,Sacs à main,34.99,32
1_239,Accessoires,Sacs à main,13.99,83
1_664,Accessoires,Sacs à main,47.83,19
0_798,Vêtements,T-shirts,6.82,92
2_185,Montres,Montres connectées,43.99,87
1_696,Accessoires,Sacs à main,37.2,31
0_2231,Vêtements,T-shirts,13.99,34
1_181,Accessoires,Sacs à main,7.99,75
0_123,Vêtements,T-shirts,14.99,50
1_511,Accessoires,Sacs à main,2.99,38
1_558,Accessoires,Sacs à main,24.51,46
0_383,Vêtements,T-shirts,16.99,71
0_59,Vêtements,T-shirts,14.99,93
0_490,Vêtements,T-shirts,12.45,55
2_95,Montres,Montres connectées,98.99,43
0_905,Vêtements,T-shirts,5.99,55
0_1693,Vêtements,T-shirts,8.99,13
0_162,Vêtements,T-shirts,9.82,70
2_5,Montres,Montres connectées,191.99,20
0_593,Vêtements,T-shirts,8.99,32
1_409,Accessoires,Sacs à main,55.99,23
0_1259,Vêtements,T-shirts,11.99,54
0_1131,Vêtements,T-shirts,17.99,1
0_176,Vêtements,T-shirts,12.6,80
2_79,Montres,Montres connectées,55.99,76
0_1613,Vêtements,T-shirts,8.99,41
0_641,Vêtements,T-shirts,3.99,59
0_1881,Vêtements,T-shirts,7.99,71
1_68,Accessoires,Sacs à main,30.95,99
1_247,Accessoires,Sacs à main,20.99,95
0_533,Vêtements,T-shirts,3.99,58
1_4,Accessoires,Sacs à main,24.21,79
0_1980,Vêtements,T-shirts,3.15,89
0_2275,Vêtements,T-shirts,0.99,77
0_1328,Vêtements,T-shirts,8.52,43
0_1550,Vêtements,T-shirts,1.21,40
0_1322,Vêtements,T-shirts,4.33,7
0_1109,Vêtements,T-shirts,29.99,68
0_1566,Vêtements,T-shirts,9.04,99
0_1329,Vêtements,T-shirts,0.99,52
0_2123,Vêtements,T-shirts,9.99,37
1_338,Accessoires,Sacs à main,61.38,89
0_890,Vêtements,T-shirts,2.81,10
1_418,Accessoires,Sacs à main,37.85,6
1_9,Accessoires,Sacs à main,7.99,42
0_88,Vêtements,T-shirts,8.3,7
2_32,Montres,Montres connectées,55.79,64
0_267,Vêtements,T-shirts,6.99,58
0_930,Vêtements,T-shirts,12.91,77
0_0,Vêtements,T-shirts,3.75,96
0_1642,Vêtements,T-shirts,14.78,71
0_578,Vêtements,T-shirts,11.16,38
0_614,Vêtements,T-shirts,10.71,73
1_87,Accessoires,Sacs à main,58.99,70
0_785,Vêtements,T-shirts,3.99,55
0_1162,Vêtements,T-shirts,17.56,16
2_195,Montres,Montres connectées,116.99,32
2_219,Montres,Montres connectées,86.99,26
0_1437,Vêtements,T-shirts,3.99,91
2_150,Montres,Montres connectées,157.63,16
0_2160,Vêtements,T-shirts,22.2,50
1_287,Accessoires,Sacs à main,29.99,83
0_2119,Vêtements,T-shirts,9.99,10
0_842,Vêtements,T-shirts,3.07,57
0_2217,Vêtements,T-shirts,24.99,36
0_772,Vêtements,T-shirts,16.87,69
0_363,Vêtements,T-shirts,5.99,73
0_2206,Vêtements,T-shirts,6.14,47
1_372,Accessoires,Sacs à main,30.12,41
0_1789,Vêtements,T-shirts,4.99,59
1_356,Accessoires,Sacs à main,33.26,36
0_958,Vêtements,T-shirts,15.31,45
0_1351,Vêtements,T-shirts,8.99,59
0_450,Vêtements,T-shirts,11.8,45
0_1886,Vêtements,T-shirts,20.56,13
0_214,Vêtements,T-shirts,11.72,97
0_621,Vêtements,T-shirts,1.99,10
0_1376,Vêtements,T-shirts,16.24,47
0_664,Vêtements,T-shirts,5.13,8
0_1318,Vêtements,T-shirts,20.92,96
1_159,Accessoires,Sacs à main,52.99,25
0_552,Vêtements,T-shirts,21.3,62
0_27,Vêtements,T-shirts,21.99,44
0_130,Vêtements,T-shirts,6.9,51
2_36,Montres,Montres connectées,110.98,35
1_624,Accessoires,Sacs à main,36.82,33
1_44,Accessoires,Sacs à main,14.49,86
0_1195,Vêtements,T-shirts,6.99,73
0_200,Vêtements,T-shirts,18.28,63
1_425,Accessoires,Sacs à main,16.99,73
0_1196,Vêtements,T-shirts,6.51,38
1_712,Accessoires,Sacs à main,25.48,58
1_354,Accessoires,Sacs à main,68.49,61
0_2038,Vêtements,T-shirts,4.39,67
0_950,Vêtements,T-shirts,11.34,32
0_1665,Vêtements,T-shirts,15.99,4
0_1605,Vêtements,T-shirts,6.99,38
0_284,Vêtements,T-shirts,14.9,18
0_1692,Vêtements,T-shirts,13.36,21
1_524,Accessoires,Sacs à main,22.02,4
0_1667,Vêtements,T-shirts,7.99,70
0_1853,Vêtements,T-shirts,11.99,95
0_1054,Vêtements,T-shirts,8.11,66
0_1336,Vêtements,T-shirts,21.09,58
1_662,Accessoires,Sacs à main,6.04,68
1_249,Accessoires,Sacs à main,22.99,13
0_931,Vêtements,T-shirts,19.99,44
1_153,Accessoires,Sacs à main,22.99,3
1_718,Accessoires,Sacs à main,21.39,4
0_348,Vêtements,T-shirts,10.73,8
0_57,Vêtements,T-shirts,14.99,70
0_1108,Vêtements,T-shirts,17.45,13
0_1137,Vêtements,T-shirts,7.99,95
0_1727,Vêtements,T-shirts,10.99,35
0_1703,Vêtements,T-shirts,21.99,31
0_1822,Vêtements,T-shirts,14.92,90
0_832,Vêtements,T-shirts,10.85,82
0_137,Vêtements,T-shirts,31.99,81
0_190,Vêtements,T-shirts,8.01,16
0_1007,Vêtements,T-shirts,4.99,49
0_1455,Vêtements,T-shirts,8.99,88
2_148,Montres,Montres connectées,64.85,16
0_2091,Vêtements,T-shirts,2.99,61
1_653,Accessoires,Sacs à main,25.99,50
2_197,Montres,Montres connectées,80.99,95
0_1419,Vêtements,T-shirts,8.99,54
1_513,Accessoires,Sacs à main,35.99,43
0_944,Vêtements,T-shirts,13.38,76
0_470,Vêtements,T-shirts,9.61,90
2_61,Montres,Montres connectées,39.99,35
0_81,Vêtements,T-shirts,5.99,4
0_1170,Vêtements,T-shirts,4.19,98
0_833,Vêtements,T-shirts,2.99,24
1_108,Accessoires,Sacs à main,45.03,71
0_1841,Vêtements,T-shirts,17.99,8
0_1763,Vêtements,T-shirts,27.99,11
0_1281,Vêtements,T-shirts,12.99,10
0_507,Vêtements,T-shirts,18.99,19
0_2307,Vêtements,T-shirts,6.99,84
0_1805,Vêtements,T-shirts,1.99,94
0_1903,Vêtements,T-shirts,5.99,62
0_2106,Vêtements,T-shirts,13.94,75
2_218,Montres,Montres connectées,89.54,15
1_516,Accessoires,Sacs à main,24.24,35
0_867,Vêtements,T-shirts,7.99,79
1_555,Accessoires,Sacs à main,32.99,9
0_2155,Vêtements,T-shirts,21.99,18
0_1118,Vêtements,T-shirts,3.64,36
2_12,Montres,Montres connectées,57.91,88
2_20,Montres,Montres connectées,83.51,38
1_622,Accessoires,Sacs à main,17.41,15
0_174,Vêtements,T-shirts,5.25,75
0_960,Vêtements,T-shirts,10.89,57
0_1735,Vêtements,T-shirts,26.99,97
0_177,Vêtements,T-shirts,19.99,83
0_626,Vêtements,T-shirts,5.4,98
0_350,Vêtements,T-shirts,6.5,60
0_2229,Vêtements,T-shirts,4.99,38
1_515,Accessoires,Sacs à main,17.99,63
1_551,Accessoires,Sacs à main,14.99,10
0_564,Vêtements,T-shirts,4.15,31
0_1373,Vêtements,T-shirts,18.99,92
0_1055,Vêtements,T-shirts,7.99,86
0_2185,Vêtements,T-shirts,9.99,38
0_139,Vêtements,T-shirts,2.99,6
2_173,Montres,Montres connectées,155.99,7
0_1609,Vêtements,T-shirts,18.99,54
0_2028,Vêtements,T-shirts,13.37,90
0_1330,Vêtements,T-shirts,10.44,17
1_91,Accessoires,Sacs à main,20.99,9
0_1719,Vêtements,T-shirts,5.99,58
0_703,Vêtements,T-shirts,3.99,89
0_397,Vêtements,T-shirts,13.99,30
0_327,Vêtements,T-shirts,14.99,75
0_312,Vêtements,T-shirts,11.39,59
0_194,Vêtements,T-shirts,10.56,39
0_1210,Vêtements,T-shirts,16.44,69
0_2057,Vêtements,T-shirts,8.99,36
1_252,Accessoires,Sacs à main,39.33,26
0_1710,Vêtements,T-shirts,4.53,99
0_2068,Vêtements,T-shirts,18.57,15
0_1325,Vêtements,T-shirts,9.99,96
0_1051,Vêtements,T-shirts,2.99,83
0_521,Vêtements,T-shirts,23.99,8
0_2039,Vêtements,T-shirts,6.99,27
0_1812,Vêtements,T-shirts,7.51,25
1_189,Accessoires,Sacs à main,13.99,82
0_1800,Vêtements,T-shirts,22.05,97
0_1999,Vêtements,T-shirts,12.99,81
0_791,Vêtements,T-shirts,14.99,87
0_1206,Vêtements,T-shirts,4.33,14
0_291,Vêtements,T-shirts,16.99,53
0_711,Vêtements,T-shirts,4.99,74
1_137,Accessoires,Sacs à main,12.99,67
0_1948,Vêtements,T-shirts,4.38,22
1_148,Accessoires,Sacs à main,8.08,80
0_293,Vêtements,T-shirts,30.99,85
1_47,Accessoires,Sacs à main,30.99,51
0_1366,Vêtements,T-shirts,16.65,66
0_763,Vêtements,T-shirts,16.99,11
0_154,Vêtements,T-shirts,10.6,48
0_851,Vêtements,T-shirts,6.99,51
0_2180,Vêtements,T-shirts,16.28,30
0_927,Vêtements,T-shirts,6.99,61
1_102,Accessoires,Sacs à main,3.29,58
1_299,Accessoires,Sacs à main,13.99,6
0_1764,Vêtements,T-shirts,1.99,7
0_959,Vêtements,T-shirts,9.99,84
0_1701,Vêtements,T-shirts,5.99,63
0_889,Vêtements,T-shirts,23.99,64
0_1473,Vêtements,T-shirts,15.99,49
1_592,Accessoires,Sacs à main,23.68,64
2_155,Montres,Montres connectées,46.99,38
0_1015,Vêtements,T-shirts,10.99,53
0_980,Vêtements,T-shirts,31.06,36
0_1885,Vêtements,T-shirts,6.99,32
1_142,Accessoires,Sacs à main,17.76,52
0_1589,Vêtements,T-shirts,28.99,15
0_1141,Vêtements,T-shirts,20.99,80
0_1223,Vêtements,T-shirts,5.99,85
0_2290,Vêtements,T-shirts,8.8,29
1_224,Accessoires,Sacs à main,4.95,18
0_1433,Vêtements,T-shirts,27.99,71
0_1485,Vêtements,T-shirts,18.99,64
0_287,Vêtements,T-shirts,9.99,64
1_507,Accessoires,Sacs à main,25.99,58
0_425,Vêtements,T-shirts,23.99,11
0_1894,Vêtements,T-shirts,8.77,93
0_994,Vêtements,T-shirts,20.71,75
0_2094,Vêtements,T-shirts,29.02,15
0_1379,Vêtements,T-shirts,2.99,88
1_147,Accessoires,Sacs à main,28.99,23
0_1262,Vêtements,T-shirts,21.71,71
0_211,Vêtements,T-shirts,12.99,11
0_976,Vêtements,T-shirts,11.8,50
0_1911,Vêtements,T-shirts,12.99,28
0_84,Vêtements,T-shirts,25.07,69
0_644,Vêtements,T-shirts,3.61,69
0_2004,Vêtements,T-shirts,10.38,51
1_62,Accessoires,Sacs à main,22.79,12
0_268,Vêtements,T-shirts,6.83,73
0_377,Vêtements,T-shirts,6.99,99
0_1738,Vêtements,T-shirts,7.69,74
0_1842,Vêtements,T-shirts,20.26,20
0_1816,Vêtements,T-shirts,7.33,77
0_524,Vêtements,T-shirts,5.83,21
1_21,Accessoires,Sacs à main,22.99,93
0_247,Vêtements,T-shirts,27.99,18
0_292,Vêtements,T-shirts,31.3,56
1_263,Accessoires,Sacs à main,40.99,78
0_2127,Vêtements,T-shirts,12.99,76
0_269,Vêtements,T-shirts,4.99,86
1_506,Accessoires,Sacs à main,13.65,60
0_861,Vêtements,T-shirts,11.99,11
0_1039,Vêtements,T-shirts,11.99,95
1_541,Accessoires,Sacs à main,13.99,74
0_2115,Vêtements,T-shirts,4.99,88
0_1006,Vêtements,T-shirts,26.64,91
0_1127,Vêtements,T-shirts,5.99,27
0_1844,Vêtements,T-shirts,0.77,51
2_236,Montres,Montres connectées,118.51,19
0_2182,Vêtements,T-shirts,16.09,47
0_173,Vêtements,T-shirts,2.99,68
0_1851,Vêtements,T-shirts,13.99,85
0_1951,Vêtements,T-shirts,5.99,30
0_1765,Vêtements,T-shirts,20.99,90
1_74,Accessoires,Sacs à main,35.02,17
0_1858,Vêtements,T-shirts,1.83,99
0_1472,Vêtements,T-shirts,12.49,22
0_1544,Vêtements,T-shirts,37.91,54
1_391,Accessoires,Sacs à main,49.99,23
0_77,Vêtements,T-shirts,21.99,96
0_1580,Vêtements,T-shirts,13.26,94
0_1188,Vêtements,T-shirts,14.94,40
1_546,Accessoires,Sacs à main,55.89,69
0_2216,Vêtements,T-shirts,4.56,59
0_2159,Vêtements,T-shirts,22.99,58
0_505,Vêtements,T-shirts,25.99,29
1_538,Accessoires,Sacs à main,27.03,1
0_1411,Vêtements,T-shirts,8.99,75
0_1219,Vêtements,T-shirts,3.99,2
1_573,Accessoires,Sacs à main,9.99,10
0_192,Vêtements,T-shirts,8.61,97
0_891,Vêtements,T-shirts,21.99,17
